Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
"BMW iX xDrive50 (20"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NBMXT00.0I2M,standard SUV,10,86,87,86,10,Elite,0
"BMW iX xDrive50 (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,0
"BMW iX xDrive50 (21"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,0
"BMW iX xDrive50 (22"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NBMXT00.0I2M,standard SUV,10,86,85,86,10,Elite,0
"BMW iX xDrive50 (22"" Wheels)",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NBMXT00.0I2M,standard SUV,10,86,85,86,10,Elite,0
BUGATTI Chiron Pur Sport,8,16,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV08.0GLB,small car,1,8,11,9,1,No,979
BUGATTI Chiron Pur Sport,8,16,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV08.0GLB,small car,1,8,11,9,1,No,979
BUGATTI Chiron Super Sport,8,16,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NVGAV08.0GLB,small car,1,8,11,9,1,No,979
BUGATTI Chiron Super Sport,8,16,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NVGAV08.0GLB,small car,1,8,11,9,1,No,979
BUICK Enclave,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,standard SUV,6,18,26,21,4,No,424
BUICK Enclave,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,standard SUV,6,18,26,21,4,No,424
BUICK Enclave,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,standard SUV,6,17,25,20,4,No,448
BUICK Enclave,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,standard SUV,6,17,25,20,4,No,448
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.4001,small SUV,7,24,32,27,6,No,329
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.4001,small SUV,7,24,32,27,6,No,329
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.4001,small SUV,7,23,30,26,5,No,342
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.4001,small SUV,7,23,30,26,5,No,342
BUICK Encore GX,1.2,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.3545,small SUV,7,29,31,30,6,No,296
BUICK Encore GX,1.2,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.3545,small SUV,7,29,31,30,6,No,296
BUICK Encore GX,1.3,3,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.3545,small SUV,7,26,29,27,6,No,324
BUICK Encore GX,1.3,3,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.3545,small SUV,7,26,29,27,6,No,324
BUICK Encore GX,1.3,3,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.3545,small SUV,7,29,32,30,6,No,297
BUICK Encore GX,1.3,3,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.3545,small SUV,7,29,32,30,6,No,297
BUICK Envision,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,24,31,26,5,No,341
BUICK Envision,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,24,31,26,5,No,341
BUICK Envision,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,22,29,25,5,No,350
BUICK Envision,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,22,29,25,5,No,350
CADILLAC CT4,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV02.0041,small car,7,23,34,27,6,No,331
CADILLAC CT4,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV02.0041,small car,7,23,34,27,6,No,331
CADILLAC CT4,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV02.0041,small car,7,22,31,26,5,No,348
CADILLAC CT4,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV02.0041,small car,7,22,31,26,5,No,348
CADILLAC CT4,2.7,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXV02.7105,small car,6,21,31,25,5,No,356
CADILLAC CT4,2.7,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXV02.7105,small car,6,21,31,25,5,No,356
CADILLAC CT4,2.7,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXV02.7105,small car,6,21,29,24,5,No,375
CADILLAC CT4,2.7,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXV02.7105,small car,6,21,29,24,5,No,375
CADILLAC CT4 V,2.7,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXV02.7105,small car,6,20,29,23,5,No,385
CADILLAC CT4 V,2.7,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXV02.7105,small car,6,20,29,23,5,No,385
CADILLAC CT4 V,2.7,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXV02.7105,small car,6,20,28,23,5,No,386
CADILLAC CT4 V,2.7,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXV02.7105,small car,6,20,28,23,5,No,386
CADILLAC CT4 V,3.6,6,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV03.6043,small car,5,15,23,18,3,No,488
CADILLAC CT4 V,3.6,6,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV03.6043,small car,5,15,23,18,3,No,488
CADILLAC CT4 V,3.6,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV03.6043,small car,5,16,24,19,4,No,478
CADILLAC CT4 V,3.6,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV03.6043,small car,5,16,24,19,4,No,478
CADILLAC CT5,2,4,SemiAuto-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV02.0041,midsize car,7,23,33,27,6,No,333
CADILLAC CT5,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV02.0041,midsize car,7,23,33,27,6,No,333
CADILLAC CT5,2,4,SemiAuto-10,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV02.0041,midsize car,7,22,30,25,5,No,358
CADILLAC CT5,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV02.0041,midsize car,7,22,30,25,5,No,358
CADILLAC CT5,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV03.6043,midsize car,5,19,27,22,5,No,405
CADILLAC CT5,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV03.6043,midsize car,5,19,27,22,5,No,405
CADILLAC CT5,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV03.6043,midsize car,5,18,26,21,4,No,419
CADILLAC CT5,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV03.6043,midsize car,5,18,26,21,4,No,419
CADILLAC CT5 V,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV03.6043,midsize car,5,18,27,21,4,No,423
CADILLAC CT5 V,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV03.6043,midsize car,5,18,27,21,4,No,423
CADILLAC CT5 V,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV03.6043,midsize car,5,18,26,21,4,No,419
CADILLAC CT5 V,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV03.6043,midsize car,5,18,26,21,4,No,419
CADILLAC CT5 V,6.2,8,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NGMXV06.2094,midsize car,3,13,21,15,2,No,573
CADILLAC CT5 V,6.2,8,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NGMXV06.2094,midsize car,3,13,21,15,2,No,573
CADILLAC CT5 V,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NGMXV06.2094,midsize car,3,13,22,16,3,No,557
CADILLAC CT5 V,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NGMXV06.2094,midsize car,3,13,22,16,3,No,557
CADILLAC Escalade,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0353,standard SUV,3,21,27,23,4,No,442
CADILLAC Escalade,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0353,standard SUV,3,21,27,23,4,No,442
CADILLAC Escalade,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0353,standard SUV,3,20,26,22,4,No,462
CADILLAC Escalade,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0353,standard SUV,3,20,26,22,4,No,462
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,547
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,548
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,547
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,548
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,555
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,568
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,555
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT06.2375,standard SUV,6,14,19,16,3,No,568
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,24,30,26,5,No,341
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,24,30,26,5,No,341
CADILLAC XT4,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,22,29,24,5,No,364
CADILLAC XT4,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,22,29,24,5,No,364
CADILLAC XT5,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,22,29,24,5,No,370
CADILLAC XT5,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,22,29,24,5,No,370
CADILLAC XT5,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,21,27,23,5,No,386
CADILLAC XT5,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,21,27,23,5,No,386
CADILLAC XT5,3.6,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,small SUV,6,19,26,21,4,No,419
CADILLAC XT5,3.6,6,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,small SUV,6,19,26,21,4,No,419
CADILLAC XT5,3.6,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,small SUV,6,18,26,21,4,No,424
CADILLAC XT5,3.6,6,SemiAuto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,small SUV,6,18,26,21,4,No,424
CADILLAC XT6,2,4,SemiAuto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,21,27,23,5,No,386
CADILLAC XT6,2,4,SemiAuto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,21,27,23,5,No,386
CADILLAC XT6,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,21,26,23,5,No,386
CADILLAC XT6,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,21,26,23,5,No,386
CADILLAC XT6,3.6,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,small SUV,6,19,26,21,4,No,419
CADILLAC XT6,3.6,6,SemiAuto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,small SUV,6,19,26,21,4,No,419
CADILLAC XT6,3.6,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,small SUV,6,18,25,21,4,No,433
CADILLAC XT6,3.6,6,SemiAuto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,small SUV,6,18,25,21,4,No,433
CHEVROLET Blazer,2,4,Auto-9,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,22,29,25,5,No,358
CHEVROLET Blazer,2,4,Auto-9,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,22,29,25,5,No,358
CHEVROLET Blazer,2,4,Auto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT02.0500,small SUV,7,22,27,24,5,No,368
CHEVROLET Blazer,2,4,Auto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT02.0500,small SUV,7,22,27,24,5,No,368
CHEVROLET Blazer,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,small SUV,6,19,27,22,5,No,405
CHEVROLET Blazer,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,small SUV,6,19,27,22,5,No,405
CHEVROLET Blazer,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6151,small SUV,6,19,26,21,4,No,417
CHEVROLET Blazer,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6151,small SUV,6,19,26,21,4,No,417
CHEVROLET Bolt EUV,N/A,N/A,CVT,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NGMXV00.0002,station wagon,10,125,104,115,10,Elite,0
CHEVROLET Bolt EUV,N/A,N/A,CVT,2WD,Electricity,CA,ZEV,California ZEV,NGMXV00.0002,station wagon,10,125,104,115,10,Elite,0
CHEVROLET Bolt EV,N/A,N/A,CVT,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NGMXV00.0002,station wagon,10,131,109,120,10,Elite,0
CHEVROLET Bolt EV,N/A,N/A,CVT,2WD,Electricity,CA,ZEV,California ZEV,NGMXV00.0002,station wagon,10,131,109,120,10,Elite,0
CHEVROLET Camaro,2,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV02.0031,small car,5,19,29,22,5,No,385
CHEVROLET Camaro,2,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV02.0031,small car,5,19,29,22,5,No,385
CHEVROLET Camaro,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV02.0031,small car,5,22,30,25,5,No,358
CHEVROLET Camaro,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV02.0031,small car,5,22,30,25,5,No,358
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXV03.6165,small car,6,16,26,20,4,No,452
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXV03.6165,small car,6,16,26,20,4,No,452
CHEVROLET Camaro,3.6,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXV03.6165,small car,6,18,29,22,5,No,404
CHEVROLET Camaro,3.6,6,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXV03.6165,small car,6,18,29,22,5,No,404
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NGMXV06.2089,small car,1,14,20,16,3,No,562
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NGMXV06.2089,small car,1,14,20,16,3,No,562
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NGMXV06.2090,small car,1,16,24,19,4,No,477
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NGMXV06.2090,small car,1,16,24,19,4,No,477
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NGMXV06.2089,small car,1,13,21,16,3,No,571
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NGMXV06.2089,small car,1,13,21,16,3,No,571
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NGMXV06.2090,small car,1,16,26,20,4,No,452
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NGMXV06.2090,small car,1,16,26,20,4,No,452
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT02.5200,pickup,6,19,25,22,5,No,413
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT02.5200,pickup,6,19,25,22,5,No,413
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT02.5200,pickup,6,19,24,21,4,No,431
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT02.5200,pickup,6,19,24,21,4,No,431
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT02.8358,pickup,3,20,30,23,4,No,435
CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT02.8358,pickup,3,19,28,22,4,No,455
CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT02.8358,pickup,3,19,28,22,4,No,455
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6162,pickup,6,18,25,21,4,No,424
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6162,pickup,6,18,25,21,4,No,424
CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6162,pickup,6,17,24,19,4,No,465
CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6162,pickup,6,17,24,19,4,No,465
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT02.8358,pickup,3,18,22,19,3,No,525
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT02.8358,pickup,3,18,22,19,3,No,525
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT03.6162,pickup,6,16,18,17,3,No,529
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT03.6162,pickup,6,16,18,17,3,No,529
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV06.2088,small car,5,16,24,19,4,No,478
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV06.2088,small car,5,16,24,19,4,No,478
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT01.5090,small SUV,7,26,31,28,6,No,318
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT01.5090,small SUV,7,26,31,28,6,No,318
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXT01.5090,small SUV,7,25,30,27,6,No,327
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXT01.5090,small SUV,7,25,30,27,6,No,327
CHEVROLET Malibu,1.5,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NGMXV01.5010,midsize car,7,29,36,32,7,Yes,275
CHEVROLET Malibu,1.5,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NGMXV01.5010,midsize car,7,29,36,32,7,Yes,275
CHEVROLET Malibu,2,4,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NGMXV02.0031,midsize car,5,22,33,26,5,No,342
CHEVROLET Malibu,2,4,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NGMXV02.0031,midsize car,5,22,33,26,5,No,342
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT02.7100,pickup,6,19,22,20,4,No,441
CHEVROLET Silverado,2.7,4,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT02.7100,pickup,6,19,22,20,4,No,441
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT02.7100,pickup,6,17,20,18,3,No,486
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT02.7100,pickup,6,17,20,18,3,No,489
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT02.7100,pickup,6,17,20,18,3,No,486
CHEVROLET Silverado,2.7,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT02.7100,pickup,6,17,20,18,3,No,489
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0352,pickup,3,23,31,26,5,No,387
CHEVROLET Silverado,3,6,Auto-10,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0352,pickup,3,23,31,26,5,No,387
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0351,pickup,3,22,26,24,4,No,427
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0351,pickup,3,22,26,24,4,No,427
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,NGMXT03.0353,pickup,3,22,26,23,4,No,443
CHEVROLET Silverado,3,6,Auto-10,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,NGMXT03.0353,pickup,3,22,26,23,4,No,443
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,16,21,18,3,No,484
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,pickup,6,16,21,18,3,No,489
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NGMXT05.3386,special purpose,6,15,18,17,3,No,536
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,16,21,18,3,No,484
CHEVROLET Silverado,5.3,8,Auto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NGMXT05.3386,pickup,6,16,21,18,3,No,489
